sess_num;sess_date;sess_time;seq_type;sess_type;seq_train;cumulative_trial;trial;trial_type;true_sequence;obs_sequence;accuracy;RT;MT;score
3;2018-03-05;10:20:53.657000;type1;training;train;11;8;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;722.14;1521.406;0.657
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;12;9;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;1107.328;1392.788;0.718
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;13;10;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;576.17;1444.028;0.693
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;14;11;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;1179.629;1428.071;0.7
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;1;1;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 - 2 3 - 3 4 - 1;0.2;2139.049;1624.983;0.615
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;2;2;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;896.522;1533.53;0.652
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;3;2;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1 2 3 3 4 - 3 4 - 1 2 3 - 1 3 4 - 1 4 4;0;-146.762;2588.142;0.386
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;4;3;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;782.846;1584.978;0.631
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;5;3;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 3 4 - 1 4;0.8;998.175;1527.506;0.655
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;6;3;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 3 - 3 4 - 4 - 1 4;0.6;1253.893;1927.339;0.519
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;7;4;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1093.474;1523.713;0.656
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;8;5;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1082.813;2345.461;0.426
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;9;5;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 3 - 4 - 1;0.6;2917.562;797.394;1.254
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;10;6;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;804.154;1526.464;0.655
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;11;6;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 3 4 - 4 - 1 4;0.8;1134.157;1959.117;0.51
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;12;7;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1065.388;1463.372;0.683
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;13;8;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1109.562;1425.659;0.701
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;14;9;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1158.251;1416.256;0.706
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;15;10;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1292.041;1472.407;0.679
;;;;;;;;;;;;;;
3;2018-03-05;10:20:53.657000;type1;training;train;16;11;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1111.521;1442.625;0.693
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;1;2;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;2069.16;1794.307;0.557
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;2;2;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;3 4 - 1 - 1 2 - 1 3 - 2 3;0.8;1301.524;2676.52;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;3;3;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;878.307;1713.395;0.584
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;4;3;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 3 - 1 - 1 2 - 1 3;0;991.966;2803.109;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;5;3;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 3 - 1;0.4;1550.264;2245.632;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;6;4;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;757.04;1537.233;0.651
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;7;4;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.8;1012.766;1342.986;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;8;4;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.8;615.275;1478.949;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;9;5;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;752.921;1822.527;0.549
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;10;6;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;1123.588;1638.676;0.61
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;11;7;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;766.24;1516.073;0.66
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;12;8;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;785.99;2049.423;0.488
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;13;8;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.8;1192.046;1580.491;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;14;8;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.8;772.219;1526.273;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;15;9;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;713.964;1730.22;0.578
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;16;10;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;976.722;1207.695;0.828
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;17;10;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 3 - 1 2 3 - 2 2 3 3;0.4;1438.661;1295.262;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;18;11;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1;700.79;1256.909;0.796
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;1;1;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 - 4 - 1 2 - 4 - 3;0.2;2694.816;1081.274;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;2;1;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 - 1 3 4 - 4 - 1 4;0.8;1638.034;2285.853;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;3;1;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 3 4 - 1 3 4 - 3 4;0.4;1003.569;2295.293;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;4;2;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1462.688;1839.005;0.544
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;5;2;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 - 3 - 4 - 1 3;0.4;2346.336;1285.381;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;6;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;7;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;8;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;9;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;10;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;11;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;12;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;13;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;14;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;15;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;16;2;missed;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;0;0;4000;0;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;17;3;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;860.355;1791.84;0.558
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;18;4;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1061.391;1564.075;0.639
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;19;5;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;1032.67;1610.008;0.621
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;20;6;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;733.703;1673.887;0.597
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;21;7;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;807.599;1377.94;0.726
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;22;8;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;730.903;1188.311;0.842
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;23;8;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 3 - 1 3 4 - 4 - 1 4;0.8;805.087;1181.02;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;24;8;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;4 - 3 - 1 3 - 2 - 3 4;0;695.521;699.949;0
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;25;9;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;837.107;1513.478;0.661
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;26;10;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;839.964;1516.554;0.659
;;;;;;;;;;;;;;
4;2018-03-05;21:03:55.938000;type1;training;train;27;11;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1;981.315;1208.325;0.828
5;2018-03-06;18:30:44.597000;type1;training;train;1;1;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.80000000000000004;2025.438;1704.112;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;2;2;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;721.388;1432.569;0.698
5;2018-03-06;18:30:44.597000;type1;training;train;3;3;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;599.309;1259.180;0.794
5;2018-03-06;18:30:44.597000;type1;training;train;4;3;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.80000000000000004;518.273;1205.674;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;5;4;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;894.745;1199.082;0.834
5;2018-03-06;18:30:44.597000;type1;training;train;6;5;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;624.442;1063.377;0.940
5;2018-03-06;18:30:44.597000;type1;training;train;7;5;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 2 3 - 3;0.59999999999999998;594.208;973.458;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;8;6;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;709.895;1117.359;0.895
5;2018-03-06;18:30:44.597000;type1;training;train;9;6;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 1 2 3;0.80000000000000004;531.123;1008.283;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;10;6;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;3 4 - 1 - 1 - 1 - 1;0.20000000000000001;544.650;2132.042;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;11;7;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;544.403;1307.249;0.765
5;2018-03-06;18:30:44.597000;type1;training;train;12;8;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;588.306;1113.880;0.898
5;2018-03-06;18:30:44.597000;type1;training;train;13;8;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;4 - 3;0.0;834.413;51.460;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;14;8;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 2 3 - 2 3;0.80000000000000004;559.049;1186.593;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;15;9;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;489.623;1155.659;0.865
5;2018-03-06;18:30:44.597000;type1;training;train;16;9;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 3 - 1 - 1 - 2;0.0;619.099;752.969;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;17;10;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;571.813;1152.285;0.868
5;2018-03-06;18:30:44.597000;type1;training;train;18;10;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 4 - 1 - 1 2 - 1 3 - 2 3;0.80000000000000004;495.712;1126.111;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;19;10;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;4 - 1 3 - 1 - 1 - 3;0.0;588.138;616.397;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;20;11;done;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1 3 4 - 1 - 1 2 - 1 3 - 2 3;1.0;591.342;1065.462;0.939
5;2018-03-06;18:30:44.597000;type1;training;train;1;2;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;2465.523;1435.114;0.697
5;2018-03-06;18:30:44.597000;type1;training;train;2;2;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 1 4 - 1 4;0.80000000000000004;1088.568;1434.649;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;3;2;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 3 4 - 4 - 1 4;0.80000000000000004;1196.510;1218.898;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;4;3;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;439.394;1831.189;0.546
5;2018-03-06;18:30:44.597000;type1;training;train;5;4;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;624.802;1402.123;0.713
5;2018-03-06;18:30:44.597000;type1;training;train;6;5;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;694.237;1227.234;0.815
5;2018-03-06;18:30:44.597000;type1;training;train;7;6;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;612.057;1157.732;0.864
5;2018-03-06;18:30:44.597000;type1;training;train;8;6;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 3 4 - 4 - 1 4;0.80000000000000004;605.579;1155.924;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;9;7;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;634.414;1150.247;0.869
5;2018-03-06;18:30:44.597000;type1;training;train;10;7;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 3 4 - 4 - 1 4;0.80000000000000004;578.285;1071.252;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;11;8;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;474.389;1088.025;0.919
5;2018-03-06;18:30:44.597000;type1;training;train;12;9;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;1024.036;1048.367;0.954
5;2018-03-06;18:30:44.597000;type1;training;train;13;9;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 1 4 - 1 4;0.80000000000000004;661.416;1182.245;0.000
5;2018-03-06;18:30:44.597000;type1;training;train;14;10;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;595.588;1057.142;0.946
5;2018-03-06;18:30:44.597000;type1;training;train;15;11;done;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;3 4 - 1 2 3 - 1 3 4 - 4 - 1 4;1.0;647.853;1142.006;0.876
